# Algorithm: ACO, Scenario: 1, Hosts: 10, VMs: 40, Containers: 200, Run: 1, Solutions: 15
solution_id,makespan,cost,energy,migration
0,172.4305,1163.7030717495975,207033.82673643803,0.0
1,147.881,1136.5479216869587,167628.74156432235,44.63271484375
2,180.4305,1128.0134029120702,206854.93204101807,36.3158203125
3,169.266,962.665563989273,200462.03276047102,40.265234375
4,144.59375,950.9810933021405,169111.6109447341,42.11064453125
5,162.989,911.6700541740324,193008.73066715794,43.82158203125
6,143.05675,1107.4534751943775,168054.38144739167,39.8796875
7,188.853,963.1316011855108,225797.36627115792,38.9220703125
8,188.0035,1037.393808470037,220502.23811196478,36.99443359375
9,173.98075,997.0473251181648,212167.22142988842,38.97763671875
10,170.1305,1292.3677949157686,202984.1524282303,36.53212890625
11,167.9085,1175.5669955661099,202209.19605400125,39.47666015625
12,154.985,1158.667765579641,184032.62398655651,39.82451171875
13,162.92775,1202.7882895273476,198740.64565742493,36.655078125
14,167.913,946.712733388942,192566.52699973976,40.67138671875
